시군명,접수일자,상태,품종,품종상세,나이,체중,성별,중성화여부
남양주시,2023-04,보호중,개,믹스견,2,4.0,F,N
안산시,2023-04,종료(반환),개,믹스견,4,27.0,M,N
평택시,2023-04,종료(입양),기타축종,흑염소,2,15.0,M,N
평택시,2023-04,종료(입양),개,말티즈,4,4.5,M,N
평택시,2023-04,종료(안락사),개,믹스견,0,1.8,M,N
평택시,2023-04,종료(입양),개,푸들,2,3.0,M,N
평택시,2023-04,종료(반환),개,프렌치 불독,2,7.0,F,N
부천시,2023-04,종료(입양),개,푸들,2,4.6,M,N
화성시,2023-04,보호중,개,믹스견,5,18.0,M,N
화성시,2023-04,보호중,개,믹스견,6,15.0,F,N
화성시,2023-04,보호중,개,믹스견,4,17.0,F,N
화성시,2023-04,보호중,개,믹스견,4,16.0,F,N
화성시,2023-04,보호중,개,포메라니안,5,5.0,Q,Q
화성시,2023-04,보호중,개,믹스견,5,18.0,M,N
군포시,2023-04,종료(입양),개,믹스견,1,5.3,F,Q
군포시,2023-04,종료(입양),개,믹스견,1,4.0,F,N
군포시,2023-04,보호중,개,믹스견,4,10.0,F,Q
안산시,2023-04,보호중,고양이,한국 고양이,0,0.24,M,N
광명시,2023-04,보호중,고양이,한국 고양이,3,4.0,M,N
광명시,2023-04,종료(자연사),고양이,한국 고양이,1,4.0,M,N
안산시,2023-04,종료(입양),고양이,한국 고양이,0,0.5,M,N
안산시,2023-04,종료(입양),고양이,한국 고양이,0,0.5,F,N
안성시,2023-04,종료(자연사),개,믹스견,0,0.16,M,N
안성시,2023-04,종료(반환),개,믹스견,3,23.8,F,N
양평군,2023-04,종료(반환),개,믹스견,1,3.0,Q,N
양평군,2023-04,보호중,개,믹스견,3,9.0,F,N
안양시,2023-04,종료(입양),개,말티즈,6,3.5,M,Y
의정부시,2023-04,종료(자연사),고양이,한국 고양이,1,0.42,M,N
의정부시,2023-04,종료(자연사),고양이,한국 고양이,1,0.54,M,N
의정부시,2023-04,종료(입양),고양이,한국 고양이,1,0.44,M,Q
김포시,2023-04,종료(안락사),개,믹스견,1,3.6,M,N
김포시,2023-04,종료(안락사),개,믹스견,0,3.5,M,N
김포시,2023-04,종료(안락사),개,믹스견,1,2.5,F,Q
김포시,2023-04,종료(안락사),개,믹스견,1,4.1,M,N
안성시,2023-04,보호중,개,치와와,7,3.88,F,N
안성시,2023-04,종료(자연사),개,믹스견,0,0.16,F,N
안성시,2023-04,종료(자연사),개,믹스견,0,0.14,F,N
안성시,2023-04,종료(자연사),개,믹스견,0,0.14,F,N
안성시,2023-04,종료(자연사),개,믹스견,0,0.14,M,N
안성시,2023-04,종료(반환),개,푸들,3,7.4,M,Y
안성시,2023-04,보호중,개,믹스견,3,16.2,M,N
파주시,2023-04,종료(안락사),개,믹스견,1,4.1,F,Q
파주시,2023-04,종료(안락사),개,믹스견,4,13.3,M,N
파주시,2023-04,종료(안락사),개,믹스견,4,14.0,M,N
파주시,2023-04,종료(안락사),개,믹스견,2,23.0,F,Q
고양시,2023-04,종료(반환),개,포메라니안,6,4.3,M,N
안산시,2023-04,보호중,개,말티즈,3,4.9,M,Y
안산시,2023-04,종료(기증),개,믹스견,2,4.5,F,Q
의정부시,2023-04,종료(자연사),고양이,한국 고양이,1,0.48,M,N
양주시,2023-04,종료(자연사),개,믹스견,2,9.3,F,Q
양주시,2023-04,종료(안락사),개,믹스견,3,9.0,M,N
양주시,2023-04,종료(안락사),개,믹스견,3,7.0,F,Q
양주시,2023-04,종료(입양),개,페키니즈,3,5.6,F,Q
양평군,2023-04,종료(반환),개,믹스견,1,3.0,Q,N
양평군,2023-04,종료(반환),개,믹스견,1,3.0,Q,N
양평군,2023-04,종료(반환),개,믹스견,1,3.0,Q,N
양평군,2023-04,보호중,개,믹스견,3,9.0,F,N
양평군,2023-04,종료(반환),개,믹스견,3,4.6,M,N
연천군,2023-04,종료(자연사),고양이,러시안 블루,4,1.66,F,Q
김포시,2023-04,종료(반환),개,케인 코르소,4,34.0,F,Q
김포시,2023-04,종료(안락사),개,믹스견,5,22.0,M,N
김포시,2023-04,종료(반환),개,골든 리트리버,3,30.0,M,N
양평군,2023-04,보호중,개,믹스견,3,13.2,F,N
가평군,2023-04,보호중,개,믹스견,1,7.0,M,N
안양시,2023-04,보호중,개,믹스견,1,7.0,F,Q
광주시,2023-04,종료(기증),개,믹스견,0,2.8,M,N
광주시,2023-04,종료(입양),개,믹스견,0,3.0,F,N
시흥시,2023-04,보호중,개,믹스견,2,18.0,F,N
수원시,2023-04,종료(반환),개,믹스견,1,11.6,M,N
수원시,2023-04,종료(반환),개,믹스견,4,11.6,F,Q
성남시,2023-04,종료(입양),개,믹스견,1,4.7,M,N
성남시,2023-04,종료(입양),기타축종,토끼,1,1.48,F,N
광주시,2023-04,종료(자연사),개,믹스견,3,10.0,M,N
안산시,2023-04,종료(입양),개,포메라니안,9,1.8,F,Q
고양시,2023-04,종료(반환),개,믹스견,6,12.0,M,Y
고양시,2023-04,종료(반환),개,포메라니안,6,3.8,F,Q
남양주시,2023-04,종료(자연사),개,믹스견,1,8.7,M,N
남양주시,2023-04,종료(반환),개,믹스견,3,14.0,F,N
오산시,2023-04,종료(자연사),고양이,믹스묘,0,0.1,Q,Q
용인시,2023-04,종료(기증),개,말티즈,6,1.4,F,Q
가평군,2023-04,보호중,개,믹스견,5,4.0,M,N
가평군,2023-04,보호중,개,믹스견,1,4.0,M,N
가평군,2023-04,종료(입양),개,믹스견,1,4.0,F,N
가평군,2023-04,보호중,개,믹스견,1,5.0,F,N
시흥시,2023-04,종료(반환),개,말티즈,13,1.8,F,N
시흥시,2023-04,종료(반환),개,믹스견,6,16.0,M,N
광주시,2023-04,종료(기증),개,믹스견,0,3.0,M,N
광주시,2023-04,종료(기증),개,믹스견,0,3.0,F,N
오산시,2023-04,종료(자연사),고양이,믹스묘,0,0.1,Q,Q
오산시,2023-04,종료(자연사),고양이,믹스묘,0,0.1,Q,Q
시흥시,2023-04,보호중,고양이,한국 고양이,0,0.18,Q,N
평택시,2023-04,보호중,개,라브라도 리트리버,4,21.0,M,N
평택시,2023-04,종료(입양),개,말티즈,3,3.5,M,N
평택시,2023-04,보호중,개,푸들,3,4.2,F,Q
평택시,2023-04,보호중,개,믹스견,5,19.0,M,N
평택시,2023-04,종료(기증),개,푸들,1,2.0,M,N
부천시,2023-04,종료(반환),개,푸들,9,9.5,M,Y
안양시,2023-04,보호중,개,믹스견,1,7.0,F,Q
성남시,2023-04,종료(입양),고양이,한국 고양이,4,4.2,M,Y
광주시,2023-04,종료(기증),개,믹스견,0,3.0,F,N
광주시,2023-04,종료(기증),개,믹스견,2,5.7,M,N
광주시,2023-04,보호중,개,보스턴 테리어,3,7.2,M,Y
광주시,2023-04,종료(기증),개,믹스견,0,2.8,F,N
광주시,2023-04,종료(기증),개,믹스견,0,2.8,M,N
광주시,2023-04,종료(기증),개,믹스견,0,2.8,M,N
광주시,2023-04,종료(기증),개,믹스견,0,2.4,F,N
오산시,2023-04,종료(자연사),고양이,믹스묘,0,0.1,Q,Q
오산시,2023-04,종료(자연사),고양이,믹스묘,0,0.1,Q,Q
화성시,2023-04,보호중,개,아메리칸 핏불 테리어,5,18.0,F,Q
화성시,2023-04,종료(반환),개,시츄,7,6.0,M,Q
화성시,2023-04,보호중,개,진도견,5,18.0,F,Q
화성시,2023-04,종료(반환),개,치와와,6,3.0,F,Q
화성시,2023-04,종료(반환),개,시베리안 허스키,5,24.0,M,Q
화성시,2023-04,종료(자연사),개,믹스견,2,6.0,F,N
화성시,2023-04,보호중,개,믹스견,5,20.0,M,N
화성시,2023-04,종료(자연사),개,믹스견,1,4.0,F,N
화성시,2023-04,보호중,개,믹스견,2,6.0,M,N
화성시,2023-04,보호중,개,믹스견,2,6.0,F,N
화성시,2023-04,종료(자연사),개,믹스견,1,4.0,F,N
화성시,2023-04,종료(자연사),개,믹스견,1,4.0,F,N
화성시,2023-04,종료(자연사),개,믹스견,1,4.0,F,N
화성시,2023-04,보호중,개,믹스견,4,15.0,F,Q
화성시,2023-04,보호중,개,믹스견,3,10.0,M,N
화성시,2023-04,보호중,개,믹스견,3,15.0,M,Q
화성시,2023-04,보호중,개,라이카,6,19.0,F,Q
군포시,2023-04,보호중,개,믹스견,1,5.0,F,Q
군포시,2023-04,종료(반환),개,비숑 프리제,4,4.0,M,Y
안산시,2023-04,보호중,개,믹스견,3,10.0,M,N
부천시,2023-04,종료(반환),개,닥스훈트,7,7.4,F,Q
부천시,2023-04,종료(반환),개,푸들,13,3.0,M,Y
포천시,2023-04,종료(안락사),개,믹스견,3,14.8,F,Q
김포시,2023-04,종료(입양),개,포메라니안,4,2.5,M,N
수원시,2023-04,종료(반환),고양이,한국 고양이,3,3.25,F,Q
고양시,2023-04,보호중,개,믹스견,2,5.0,F,Q
안산시,2023-04,종료(반환),개,푸들,2,3.5,M,Y
고양시,2023-04,보호중,개,믹스견,3,11.0,M,N
포천시,2023-04,종료(반환),개,믹스견,8,26.8,M,N
성남시,2023-04,보호중,개,믹스견,2,6.7,F,Q
성남시,2023-04,보호중,고양이,한국 고양이,1,1.0,M,Q
부천시,2023-04,종료(반환),개,말티즈,4,3.0,F,Q
부천시,2023-04,종료(반환),개,포메라니안,0,3.7,M,N
부천시,2023-04,종료(자연사),고양이,한국 고양이,0,4.7,M,Y
수원시,2023-04,보호중,개,믹스견,13,8.7,M,N
수원시,2023-04,보호중,개,믹스견,6,8.7,M,Y
남양주시,2023-04,보호중,개,믹스견,1,6.4,M,N
포천시,2023-04,종료(반환),개,시츄,11,4.8,F,Q
안산시,2023-04,종료(입양),개,포메라니안,5,2.5,M,Q
안산시,2023-04,종료(입양),개,포메라니안,11,2.0,F,Q
평택시,2023-04,보호중,개,믹스견,0,2.1,F,N
안산시,2023-04,종료(안락사),개,믹스견,5,10.0,M,N
성남시,2023-04,종료(반환),개,포메라니안,0,3.2,M,N
평택시,2023-04,종료(기증),개,믹스견,1,2.3,F,N
평택시,2023-04,보호중,개,믹스견,0,1.8,M,N
시흥시,2023-04,보호중,개,스피츠,2,4.9,F,N
안산시,2023-04,보호중,개,포메라니안,8,1.5,F,Q
시흥시,2023-04,종료(반환),개,말티즈,9,2.3,F,Q
용인시,2023-04,보호중,개,믹스견,0,3.4,M,N
용인시,2023-04,보호중,개,믹스견,0,2.7,F,N
수원시,2023-04,종료(반환),개,믹스견,4,20.0,F,Q
양주시,2023-04,종료(안락사),개,믹스견,1,5.5,M,N
용인시,2023-04,보호중,개,믹스견,0,3.2,M,N
용인시,2023-04,보호중,개,믹스견,0,3.1,F,N
광명시,2023-04,종료(반환),개,요크셔 테리어,11,4.0,F,Q
안산시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
안산시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
안산시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
안산시,2023-04,종료(자연사),고양이,한국 고양이,0,0.7,F,N
안산시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
파주시,2023-04,종료(입양),개,믹스견,0,1.14,M,N
김포시,2023-04,종료(안락사),개,믹스견,0,2.1,F,Q
파주시,2023-04,종료(입양),개,믹스견,0,1.1,M,N
김포시,2023-04,종료(안락사),개,말티즈,11,3.5,F,Q
김포시,2023-04,종료(안락사),개,믹스견,1,4.1,F,Q
고양시,2023-04,종료(반환),개,치와와,2,3.0,F,Q
남양주시,2023-04,보호중,개,믹스견,7,5.0,M,Y
남양주시,2023-04,보호중,개,믹스견,5,14.0,M,N
파주시,2023-04,종료(입양),개,믹스견,4,16.1,F,Q
고양시,2023-04,종료(안락사),개,믹스견,3,14.0,M,N
김포시,2023-04,종료(안락사),개,믹스견,0,14.1,F,Q
김포시,2023-04,보호중,개,믹스견,10,10.5,M,N
포천시,2023-04,종료(반환),개,웰시 코기 펨브로크,4,9.8,M,Y
포천시,2023-04,종료(안락사),개,믹스견,5,4.0,M,N
파주시,2023-04,종료(입양),개,믹스견,0,1.2,F,Q
여주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.3,Q,N
여주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.3,Q,N
여주시,2023-04,종료(자연사),고양이,한국 고양이,7,2.5,F,N
여주시,2023-04,종료(입양),개,믹스견,4,10.0,M,N
여주시,2023-04,종료(안락사),개,믹스견,2,12.0,F,N
여주시,2023-04,보호중,개,믹스견,0,1.0,F,N
여주시,2023-04,보호중,개,믹스견,0,1.0,M,N
여주시,2023-04,종료(자연사),개,믹스견,0,0.5,Q,N
여주시,2023-04,종료(자연사),개,믹스견,0,0.5,Q,N
여주시,2023-04,종료(자연사),고양이,한국 고양이,8,2.8,M,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,M,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,M,N
고양시,2023-04,보호중,개,믹스견,0,0.36,M,N
이천시,2023-04,종료(자연사),개,진도견,0,4.2,F,N
이천시,2023-04,종료(입양),개,믹스견,0,0.8,F,N
이천시,2023-04,종료(자연사),개,믹스견,0,1.0,F,N
부천시,2023-04,종료(반환),개,말티즈,0,3.2,M,N
부천시,2023-04,종료(반환),개,미니어쳐 핀셔,17,5.0,M,Y
부천시,2023-04,보호중,개,말티즈,9,5.3,M,Y
부천시,2023-04,보호중,개,시츄,9,2.5,F,Q
안양시,2023-04,보호중,개,믹스견,1,8.0,M,N
평택시,2023-04,보호중,개,믹스견,0,2.0,F,N
평택시,2023-04,보호중,개,믹스견,0,1.8,F,N
평택시,2023-04,종료(반환),개,치와와,6,3.5,M,N
이천시,2023-04,종료(자연사),개,믹스견,0,1.0,F,N
이천시,2023-04,종료(자연사),개,믹스견,0,1.1,F,N
이천시,2023-04,종료(입양),개,믹스견,0,0.9,M,N
이천시,2023-04,종료(자연사),고양이,한국 고양이,6,3.5,M,N
이천시,2023-04,종료(자연사),개,믹스견,0,2.3,M,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,F,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,M,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,M,N
광주시,2023-04,종료(안락사),개,믹스견,3,12.0,Q,Q
이천시,2023-04,종료(자연사),개,믹스견,0,1.5,M,N
이천시,2023-04,종료(자연사),개,믹스견,0,1.7,M,N
이천시,2023-04,보호중,개,믹스견,0,1.5,F,N
이천시,2023-04,종료(자연사),개,믹스견,8,13.0,M,N
하남시,2023-04,종료(입양),고양이,한국 고양이,0,0.2,F,N
하남시,2023-04,종료(입양),개,시바,0,5.0,F,N
하남시,2023-04,보호중,개,시바,1,5.0,M,N
시흥시,2023-04,종료(입양),고양이,한국 고양이,0,0.5,F,N
오산시,2023-04,종료(입양),고양이,아메리칸 쇼트헤어,3,3.8,F,Q
남양주시,2023-04,종료(자연사),개,믹스견,7,4.4,F,N
남양주시,2023-04,보호중,개,믹스견,0,3.0,M,N
남양주시,2023-04,종료(입양),개,믹스견,0,3.0,M,N
남양주시,2023-04,종료(입양),개,믹스견,0,3.0,F,N
여주시,2023-04,종료(입양),개,믹스견,0,2.4,F,N
여주시,2023-04,보호중,개,믹스견,0,2.0,M,N
여주시,2023-04,종료(입양),개,믹스견,0,1.6,F,N
남양주시,2023-04,보호중,개,믹스견,0,2.8,F,N
남양주시,2023-04,종료(반환),개,보스턴 테리어,12,9.0,M,Y
고양시,2023-04,종료(입양),개,슈나우져,4,7.0,M,Y
고양시,2023-04,종료(안락사),개,믹스견,4,19.0,M,N
고양시,2023-04,보호중,개,스피츠,8,5.0,F,Q
고양시,2023-04,보호중,개,믹스견,0,0.24,F,N
고양시,2023-04,보호중,개,믹스견,0,0.34,M,N
고양시,2023-04,보호중,개,믹스견,0,0.3,M,N
고양시,2023-04,보호중,개,믹스견,0,0.29,M,N
고양시,2023-04,보호중,개,믹스견,0,0.33,M,N
광주시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,F,N
광주시,2023-04,종료(반환),개,보더 콜리,3,18.0,M,N
이천시,2023-04,보호중,개,믹스견,0,1.7,M,N
남양주시,2023-04,보호중,개,믹스견,0,3.0,M,N
고양시,2023-04,보호중,개,믹스견,4,23.0,F,N
고양시,2023-04,종료(자연사),개,믹스견,0,0.26,M,N
고양시,2023-04,보호중,개,믹스견,0,0.33,M,N
여주시,2023-04,종료(자연사),개,믹스견,0,0.5,Q,N
광주시,2023-04,종료(기증),고양이,한국 고양이,0,0.2,F,N
안산시,2023-04,종료(자연사),고양이,한국 고양이,3,4.0,Q,Q
안산시,2023-04,보호중,고양이,한국 고양이,3,4.0,Q,Q
화성시,2023-04,종료(반환),개,비숑 프리제,5,7.0,M,Q
김포시,2023-04,종료(안락사),개,믹스견,1,4.5,M,N
화성시,2023-04,보호중,개,믹스견,4,15.0,M,N
화성시,2023-04,보호중,개,믹스견,4,15.0,F,Q
파주시,2023-04,종료(반환),개,셰퍼드,11,29.0,F,Q
용인시,2023-04,종료(기증),고양이,러시안 블루,7,5.0,M,Y
포천시,2023-04,종료(반환),개,비글,9,15.0,M,N
포천시,2023-04,종료(반환),개,믹스견,1,3.3,F,Q
양주시,2023-04,종료(안락사),개,믹스견,0,0.54,F,Q
양주시,2023-04,보호중,개,믹스견,0,0.5,M,N
양주시,2023-04,종료(안락사),개,믹스견,0,0.9,F,Q
양주시,2023-04,보호중,개,믹스견,0,1.0,F,Q
양주시,2023-04,종료(자연사),개,믹스견,0,0.5,F,Q
양주시,2023-04,종료(안락사),개,믹스견,0,0.7,F,Q
양주시,2023-04,종료(입양),개,믹스견,0,1.1,F,Q
김포시,2023-04,종료(안락사),개,믹스견,2,10.0,F,Q
김포시,2023-04,종료(입양),개,닥스훈트,9,8.7,M,Y
김포시,2023-04,종료(안락사),개,믹스견,1,3.9,F,Q
김포시,2023-04,종료(안락사),개,믹스견,1,5.1,F,Q
안성시,2023-04,종료(입양),개,말티즈,8,3.0,F,N
파주시,2023-04,종료(반환),개,믹스견,11,8.9,F,Q
파주시,2023-04,종료(자연사),개,믹스견,1,11.0,M,N
파주시,2023-04,종료(안락사),개,믹스견,4,7.3,F,Q
남양주시,2023-04,보호중,기타축종,토끼,2,1.8,M,N
의정부시,2023-04,종료(반환),개,믹스견,3,18.0,F,Q
의정부시,2023-04,종료(반환),개,믹스견,2,7.0,F,Q
의정부시,2023-04,종료(안락사),개,믹스견,11,3.1,M,Y
수원시,2023-04,종료(반환),개,말티즈,8,3.2,F,Y
광주시,2023-04,종료(기증),개,믹스견,0,2.0,M,N
광주시,2023-04,종료(기증),개,믹스견,0,2.0,M,N
광주시,2023-04,종료(반환),개,믹스견,2,12.0,M,N
용인시,2023-04,보호중,개,믹스견,4,20.0,M,N
시흥시,2023-04,종료(안락사),고양이,한국 고양이,4,7.0,M,N
안산시,2023-04,종료(기증),개,퍼그,1,4.9,F,Q
부천시,2023-04,종료(입양),고양이,한국 고양이,0,0.4,M,N
안양시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,M,N
안양시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,F,N
안양시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,F,N
안양시,2023-04,종료(자연사),고양이,한국 고양이,0,0.2,F,N
성남시,2023-04,종료(반환),개,포메라니안,5,5.1,F,Q
성남시,2023-04,종료(입양),개,퍼그,2,7.8,M,Y
수원시,2023-04,종료(반환),개,잭 러셀 테리어,7,7.6,F,Q
평택시,2023-04,종료(자연사),개,프렌치 불독,3,7.0,F,N
평택시,2023-04,종료(반환),개,프렌치 불독,6,11.0,M,N
평택시,2023-04,종료(안락사),개,믹스견,1,6.0,F,N
평택시,2023-04,종료(안락사),개,믹스견,1,5.5,M,N
평택시,2023-04,종료(안락사),개,믹스견,1,5.0,F,N
평택시,2023-04,종료(안락사),개,믹스견,4,11.0,F,N
평택시,2023-04,종료(안락사),개,믹스견,6,15.0,F,Q
부천시,2023-04,종료(반환),개,시바,6,8.3,M,Y
평택시,2023-04,종료(안락사),개,믹스견,6,30.0,M,N
부천시,2023-04,보호중,고양이,한국 고양이,0,1.0,M,N
수원시,2023-04,보호중,개,포메라니안,10,5.0,F,Y
양주시,2023-04,종료(안락사),고양이,한국 고양이,2,4.4,M,N
광주시,2023-04,종료(기증),개,믹스견,0,2.0,M,N
화성시,2023-04,보호중,개,믹스견,5,25.0,M,Q
고양시,2023-04,종료(반환),개,믹스견,3,16.0,F,Q
수원시,2023-04,종료(입양),개,이탈리안 그레이 하운드,3,6.5,M,N
시흥시,2023-04,종료(반환),고양이,한국 고양이,3,3.2,M,Y
양주시,2023-04,종료(반환),개,믹스견,3,12.0,M,N
화성시,2023-04,보호중,개,믹스견,6,16.0,F,Q
화성시,2023-04,종료(반환),개,라브라도 리트리버,6,23.0,F,Q
안산시,2023-04,보호중,개,믹스견,3,16.0,M,N
성남시,2023-04,보호중,개,믹스견,1,8.0,F,N
평택시,2023-04,보호중,개,믹스견,0,3.0,M,N
평택시,2023-04,종료(안락사),개,믹스견,6,8.0,F,N
성남시,2023-04,보호중,개,푸들,6,7.4,F,Q
성남시,2023-04,종료(반환),개,믹스견,6,9.4,M,Y
성남시,2023-04,종료(반환),개,푸들,7,5.7,F,Q
수원시,2023-04,종료(반환),개,말티즈,7,4.4,M,N
수원시,2023-04,종료(반환),개,보더 콜리,1,7.2,F,Q
평택시,2023-04,종료(반환),개,라브라도 리트리버,4,17.0,M,N
평택시,2023-04,종료(반환),개,라브라도 리트리버,5,28.0,M,N
평택시,2023-04,종료(안락사),개,믹스견,6,22.0,M,N
평택시,2023-04,종료(안락사),개,믹스견,1,7.0,M,N
부천시,2023-04,종료(반환),개,비숑 프리제,3,5.2,F,Q
부천시,2023-04,보호중,고양이,한국 고양이,0,0.4,F,N
성남시,2023-04,종료(입양),개,비숑 프리제,3,4.1,F,Q
성남시,2023-04,종료(반환),개,시츄,4,4.6,M,Y
포천시,2023-04,종료(안락사),개,믹스견,3,22.0,F,Q
양주시,2023-04,종료(입양),개,믹스견,0,1.4,M,N
용인시,2023-04,보호중,개,믹스견,1,4.6,M,N
용인시,2023-04,보호중,개,믹스견,1,4.6,M,N
시흥시,2023-04,종료(반환),개,포메라니안,5,4.0,M,N
오산시,2023-04,종료(반환),개,믹스견,1,2.0,M,N
남양주시,2023-04,종료(반환),개,시바,5,17.0,M,N
김포시,2023-04,종료(안락사),개,믹스견,1,4.4,M,N
고양시,2023-04,종료(안락사),개,믹스견,4,15.0,M,Q
고양시,2023-04,종료(반환),개,푸들,4,8.0,M,Y
광주시,2023-04,종료(입양),개,믹스견,0,2.1,M,N
평택시,2023-04,보호중,개,믹스견,0,2.7,M,N
양평군,2023-04,종료(반환),개,라브라도 리트리버,10,27.0,F,N
안성시,2023-04,종료(자연사),개,믹스견,1,5.0,M,N
안산시,2023-04,종료(반환),개,푸들,6,3.5,F,Q
양평군,2023-04,종료(반환),개,라브라도 리트리버,6,26.0,F,N
수원시,2023-04,종료(반환),개,믹스견,3,20.0,M,N
김포시,2023-04,종료(반환),개,시베리안 허스키,1,6.0,M,N
안산시,2023-04,보호중,개,믹스견,2,10.0,F,Q
화성시,2023-04,종료(입양),개,말티즈,3,4.0,M,Q
고양시,2023-04,보호중,개,믹스견,3,6.5,F,Q
연천군,2023-04,종료(안락사),개,믹스견,1,6.6,M,N
파주시,2023-04,종료(입양),개,믹스견,1,3.0,M,N
연천군,2023-04,종료(안락사),개,믹스견,2,12.0,F,Q
연천군,2023-04,종료(자연사),개,믹스견,2,10.5,F,Q
양주시,2023-04,종료(안락사),개,믹스견,3,13.0,F,Q
포천시,2023-04,종료(반환),개,믹스견,1,10.24,F,Q
포천시,2023-04,종료(안락사),개,믹스견,3,14.2,M,N
의정부시,2023-04,종료(반환),개,믹스견,3,7.2,M,N
수원시,2023-04,종료(반환),개,말티즈,8,7.2,M,Y
포천시,2023-04,종료(안락사),고양이,한국 고양이,4,3.12,M,N
연천군,2023-04,종료(안락사),개,믹스견,1,5.0,F,Q
연천군,2023-04,종료(안락사),개,믹스견,1,5.1,M,N
안성시,2023-04,종료(반환),개,웰시 코기 펨브로크,11,16.0,F,Y
안성시,2023-04,종료(반환),개,웰시 코기 펨브로크,5,17.0,M,Y
파주시,2023-04,종료(안락사),개,믹스견,0,11.8,F,Q
파주시,2023-04,종료(안락사),개,믹스견,3,5.7,M,N
안성시,2023-04,종료(자연사),개,믹스견,1,10.0,F,N
파주시,2023-04,종료(안락사),개,믹스견,1,4.3,F,Q
고양시,2023-04,종료(반환),개,치와와,5,4.5,M,N
부천시,2023-04,종료(반환),개,치와와,3,4.3,M,Y
안산시,2023-04,종료(자연사),개,믹스견,0,2.5,M,N
남양주시,2023-04,종료(방사),고양이,믹스묘,8,2.9,M,N
하남시,2023-04,종료(입양),개,믹스견,0,3.0,F,N
용인시,2023-04,종료(기증),고양이,한국 고양이,0,0.2,F,N
부천시,2023-04,종료(자연사),고양이,한국 고양이,3,3.2,M,N
수원시,2023-04,종료(반환),개,요크셔 테리어,13,3.0,F,Y
수원시,2023-04,종료(반환),개,프렌치 불독,4,10.2,F,Y
성남시,2023-04,종료(자연사),개,믹스견,3,4.6,F,Q
성남시,2023-04,보호중,고양이,한국 고양이,4,3.1,M,N
부천시,2023-04,보호중,개,진도믹스견,2,17.0,F,Q
부천시,2023-04,종료(자연사),고양이,한국 고양이,0,0.1,Q,N
안산시,2023-04,종료(반환),개,비숑 프리제,6,8.0,F,Q
광주시,2023-04,종료(반환),개,시바,4,11.0,M,N
화성시,2023-04,종료(자연사),개,믹스견,2,6.0,M,N
화성시,2023-04,보호중,개,믹스견,2,6.0,M,N
화성시,2023-04,보호중,개,믹스견,2,6.0,F,N
화성시,2023-04,보호중,개,믹스견,2,6.0,F,Q
화성시,2023-04,보호중,개,믹스견,6,18.0,F,Q
화성시,2023-04,종료(반환),개,믹스견,5,20.0,F,Q
김포시,2023-04,종료(기증),개,믹스견,2,6.0,F,Q
수원시,2023-04,종료(입양),개,믹스견,1,4.7,M,Y
포천시,2023-04,종료(입양),개,믹스견,0,1.5,M,Q
연천군,2023-04,종료(입양),개,믹스견,2,15.0,M,N
포천시,2023-04,종료(안락사),개,믹스견,0,1.6,M,N
포천시,2023-04,종료(안락사),개,믹스견,0,1.4,F,Q
포천시,2023-04,종료(안락사),개,믹스견,0,1.4,F,Q
포천시,2023-04,종료(안락사),개,믹스견,0,1.2,M,N
포천시,2023-04,종료(안락사),개,믹스견,0,1.3,F,Q
포천시,2023-04,종료(반환),개,믹스견,4,19.0,F,Q
김포시,2023-04,종료(자연사),개,샤페이,5,19.0,M,N
김포시,2023-04,종료(안락사),개,믹스견,2,17.0,F,Q
김포시,2023-04,보호중,개,믹스견,3,25.0,F,Q
김포시,2023-04,종료(반환),개,케인 코르소,6,28.0,M,Y
김포시,2023-04,보호중,개,믹스견,0,1.1,M,N
김포시,2023-04,보호중,개,믹스견,0,1.0,M,N
김포시,2023-04,종료(자연사),개,믹스견,0,0.9,F,Q
김포시,2023-04,보호중,개,믹스견,0,1.0,M,N
김포시,2023-04,보호중,개,믹스견,0,0.9,F,Q
김포시,2023-04,보호중,개,믹스견,2,7.5,F,Q
김포시,2023-04,종료(안락사),개,믹스견,1,6.9,M,N
파주시,2023-04,종료(안락사),개,푸들,11,6.7,F,Q
파주시,2023-04,종료(반환),개,믹스견,2,17.0,F,Q
용인시,2023-04,종료(입양),개,믹스견,4,10.0,F,Q
고양시,2023-04,종료(입양),개,믹스견,3,14.0,M,Y
용인시,2023-04,종료(기증),개,믹스견,3,6.8,F,Q
광주시,2023-04,종료(기증),개,믹스견,2,11.0,F,N
광주시,2023-04,보호중,개,믹스견,2,5.0,M,N
